60,-30,0,-1,-1,0,-30,60
-30,-45,-3,-3,-3,-3,-45,-30
0,-3,0,-1,-1,0,-3,0
-1,-3,-1,-1,-1,-1,-3,-1
-1,-3,-1,-1,-1,-1,-3,-1
0,-3,0,-1,-1,0,-3,0
-30,-45,-3,-3,-3,-3,-45,-30
60,-30,0,-1,-1,0,-30,60
